Geo4,Geo2,CapitalCounty,ProvinceFa,CountyFa,CountyCapital,MOICode,Pop85,Pop90,Pop95,EstYear,EstDateMOI,CountyEn,ProvinceEn,OldNameFa,OldNameEn,PrevCountyName,IGeo4,New,Vijeh,VijehYear
2710,27,No,گلستان,آزادشهر,آزاد‌شهر,292,89477,91767,96803,1380,1380,Azadshahr,Golestan,,,گنبدکاووس,2706,*,No,
2711,27,No,گلستان,رامیان,رامیان,293,82352,85324,86210,1380,1380,Ramian,Golestan,,,گنبدکاووس,2706,*,No,
2712,27,No,گلستان,مراوه‌تپه,مراوه تپه,346,,55821,60953,1386,1386,Maravehtapeh,Golestan,,,مینودشت,2707,*,No,
2713,27,No,گلستان,گمیشان,گمیش تپه,370,,63447,68773,1388,1388,Gomishan,Golestan,,,کردکوی,2704,*,No,
2714,27,No,گلستان,گالیکش,گالیکش,384,,59975,63173,1389,1389,Galikash,Golestan,,,مینودشت,2707,*,No,
2801,28,No,خراسان شمالی,اسفراین,اسفراین,131,123144,127012,120513,1339,1339,Esfarayen,NorthKhorasan,,,,0901,*,No,
2802,28,Yes,خراسان شمالی,بجنورد,بجنورد,9,328489,365896,324083,1316,1316,Bojnurd,NorthKhorasan,,,,0902,*,No,
2803,28,No,خراسان شمالی,جاجرم,جاجرم,267,58483,36898,36673,1376,1376,Jajarm,NorthKhorasan,,,بجنورد,0902,*,No,
2804,28,No,خراسان شمالی,شیروان,شیروان,132,156181,157014,146140,1339,1339,Shirvan,NorthKhorasan,,,,0909,*,No,
2805,28,No,خراسان شمالی,فاروج,فاروج,317,49693,52364,49271,1383,1383,Faroj,NorthKhorasan,,,قوچان,0913,*,No,
2806,28,No,خراسان شمالی,مانه و سملقان,آشخانه,290,95582,103944,101727,1379,1379,Maneh-o-Samalqan,NorthKhorasan,,,بجنورد,0902,*,No,
2807,28,No,خراسان شمالی,گرمه,گرمه,368,,24599,25475,1387,1387,Germeh,NorthKhorasan,,,جاجرم,0902,*,No,
2808,28,No,خراسان شمالی,راز و جرگلان,راز,420,,,59210,1392,1391/12/23,Raz-o-Jargalan,NorthKhorasan,,,بجنورد,0902,*,No,
2901,29,Yes,خراسان جنوبی,بیرجند,بیرجند,15,240894,259506,261324,1316,1316,Birjand,SouthKhorasan,,,,0903,*,No,
2902,29,No,خراسان جنوبی,درمیان,اسدیه,325,53794,55080,53714,1384,1384,Darmian,SouthKhorasan,,,بیرجند,0903,*,No,
2903,29,No,خراسان جنوبی,سربیشه,سربیشه,312,39461,39487,40959,1382,1382,Sarbisheh,SouthKhorasan,,,بیرجند,0903,*,No,
2904,29,No,خراسان جنوبی,قائنات,قائن,170,143516,152401,116181,1358,1358,Qaen,SouthKhorasan,,,,0912,*,No,
2905,29,No,خراسان جنوبی,نهبندان,نهبندان,211,57799,57258,51449,1368,1368,Nehbandan,SouthKhorasan,,,,0921,*,No,
2906,29,No,خراسان جنوبی,سرایان,سرایان,333,35459,32493,33312,1384,1384,Sarayan,SouthKhorasan,,,فردوس,0911,*,No,
2907,29,No,خراسان جنوبی,فردوس,فردوس,67,63497,41626,45523,1323,1323,Ferdows,SouthKhorasan,,,,0911,*,No,
2908,29,No,خراسان جنوبی,بشرویه,بشرویه,366,,24683,26064,1387,1387,Boshruyeh,SouthKhorasan,,,فردوس,0911,*,No,
2909,29,No,خراسان جنوبی,زیرکوه,حاجی‌آباد,401,,,40155,1391,1391/02/10,Zirkouh,SouthKhorasan,,,قاینات,0912,*,No,
2910,29,No,خراسان جنوبی,خوسف,خوسف,402,,,27600,1391,1391/02/10,Khusf,SouthKhorasan,,,بیرجند,0903,*,No,
2205,22,No,هرمزگان,میناب,میناب,134,257831,235705,259221,1339,1339,Minab,Hormozgan,,,,2205,,Yes,1391
1302,13,No,همدان,ملایر,ملایر,46,290197,287982,288685,1316,1316,Malayer,Hamadan,,,,1302,,Yes,
3002,30,No,البرز,ساوجبلاغ,هشتگرد,203,215991,219921,259973,1368,1368,Savojbolagh,Alborz,,,,2308,*,No,
3003,30,No,البرز,نظرآباد,نظر‌آباد,309,128725,141160,152437,1381,1381,Nazarabad,Alborz,,,ساوجبلاغ,2308,*,No,
3004,30,No,البرز,طالقان,طالقان,387,,26976,16815,1389,1389,Taleghan,Alborz,,,ساوجبلاغ,2308,*,No,
3005,30,No,البرز,اشتهارد,اشتهارد,403,,,37876,1391,1391/03/10,Eshtehard,Alborz,,,کرج,2308,*,No,
3006,30,No,البرز,فردیس,فردیس,422,,,271829,1392,1392/04/10,Fardis,Alborz,,,کرج,2308,*,No,
